row_index,GeneType,class_index
4261,PSEUDO,3
4262,PSEUDO,3
4263,snoRNA,8
4264,BIOLOGICAL_REGION,0
4265,BIOLOGICAL_REGION,0
4266,BIOLOGICAL_REGION,0
4267,PSEUDO,3
4268,BIOLOGICAL_REGION,0
4269,PSEUDO,3
4270,PSEUDO,3
4271,BIOLOGICAL_REGION,0
4272,PSEUDO,3
4273,PSEUDO,3
4274,PSEUDO,3
4275,ncRNA,4
4276,BIOLOGICAL_REGION,0
4277,PSEUDO,3
4278,snRNA,7
4279,PROTEIN_CODING,2
4280,snoRNA,8
4281,ncRNA,4
4282,PSEUDO,3
4283,PROTEIN_CODING,2
4284,ncRNA,4
4285,BIOLOGICAL_REGION,0
4286,BIOLOGICAL_REGION,0
4287,ncRNA,4
4288,ncRNA,4
4289,BIOLOGICAL_REGION,0
4290,PSEUDO,3
4291,PSEUDO,3
4292,PSEUDO,3
4293,ncRNA,4
4294,snoRNA,8
4295,snoRNA,8
4296,BIOLOGICAL_REGION,0
4297,PSEUDO,3
4298,PSEUDO,3
4299,BIOLOGICAL_REGION,0
4300,BIOLOGICAL_REGION,0
4301,BIOLOGICAL_REGION,0
4302,BIOLOGICAL_REGION,0
4303,PSEUDO,3
4304,BIOLOGICAL_REGION,0
4305,BIOLOGICAL_REGION,0
4306,BIOLOGICAL_REGION,0
4307,BIOLOGICAL_REGION,0
4308,snoRNA,8
4309,BIOLOGICAL_REGION,0
4310,PSEUDO,3
4311,BIOLOGICAL_REGION,0
4312,ncRNA,4
4313,tRNA,9
4314,PSEUDO,3
4315,snoRNA,8
4316,PSEUDO,3
4317,PSEUDO,3
4318,ncRNA,4
4319,PSEUDO,3
4320,PSEUDO,3
4321,BIOLOGICAL_REGION,0
4322,BIOLOGICAL_REGION,0
4323,ncRNA,4
4324,PSEUDO,3
4325,PSEUDO,3
4326,snoRNA,8
4327,BIOLOGICAL_REGION,0
4328,BIOLOGICAL_REGION,0
4329,PSEUDO,3
4330,OTHER,1
4331,PSEUDO,3
4332,ncRNA,4
4333,PROTEIN_CODING,2
4334,PSEUDO,3
4335,PSEUDO,3
4336,BIOLOGICAL_REGION,0
4337,BIOLOGICAL_REGION,0
4338,BIOLOGICAL_REGION,0
4339,PROTEIN_CODING,2
4340,BIOLOGICAL_REGION,0
4341,ncRNA,4
4342,snoRNA,8
4343,PSEUDO,3
4344,PROTEIN_CODING,2
4345,PSEUDO,3
4346,snoRNA,8
4347,BIOLOGICAL_REGION,0
4348,PSEUDO,3
4349,BIOLOGICAL_REGION,0
4350,tRNA,9
4351,ncRNA,4
4352,BIOLOGICAL_REGION,0
4353,PSEUDO,3
4354,BIOLOGICAL_REGION,0
4355,ncRNA,4
4356,PSEUDO,3
4357,ncRNA,4
4358,PSEUDO,3
4359,PSEUDO,3
4360,BIOLOGICAL_REGION,0
4361,PSEUDO,3
4362,PSEUDO,3
4363,BIOLOGICAL_REGION,0
4364,BIOLOGICAL_REGION,0
4365,BIOLOGICAL_REGION,0
4366,BIOLOGICAL_REGION,0
4367,ncRNA,4
4368,PSEUDO,3
4369,PSEUDO,3
4370,PROTEIN_CODING,2
4371,rRNA,5
4372,PSEUDO,3
4373,BIOLOGICAL_REGION,0
4374,BIOLOGICAL_REGION,0
4375,PSEUDO,3
4376,PSEUDO,3
4377,BIOLOGICAL_REGION,0
4378,ncRNA,4
4379,BIOLOGICAL_REGION,0
4380,PSEUDO,3
4381,snoRNA,8
4382,PSEUDO,3
4383,BIOLOGICAL_REGION,0
4384,PSEUDO,3
4385,PSEUDO,3
4386,BIOLOGICAL_REGION,0
4387,ncRNA,4
4388,PSEUDO,3
4389,PSEUDO,3
4390,PSEUDO,3
4391,BIOLOGICAL_REGION,0
4392,PROTEIN_CODING,2
4393,snoRNA,8
4394,ncRNA,4
4395,PROTEIN_CODING,2
4396,PSEUDO,3
4397,ncRNA,4
4398,PSEUDO,3
4399,PSEUDO,3
4400,BIOLOGICAL_REGION,0
4401,BIOLOGICAL_REGION,0
4402,BIOLOGICAL_REGION,0
4403,PSEUDO,3
4404,PSEUDO,3
4405,BIOLOGICAL_REGION,0
4406,tRNA,9
4407,ncRNA,4
4408,PSEUDO,3
4409,PSEUDO,3
4410,ncRNA,4
4411,BIOLOGICAL_REGION,0
4412,BIOLOGICAL_REGION,0
4413,BIOLOGICAL_REGION,0
4414,PSEUDO,3
4415,BIOLOGICAL_REGION,0
4416,BIOLOGICAL_REGION,0
4417,PSEUDO,3
4418,PSEUDO,3
4419,PSEUDO,3
4420,PSEUDO,3
4421,PSEUDO,3
4422,PSEUDO,3
4423,PSEUDO,3
4424,BIOLOGICAL_REGION,0
4425,tRNA,9
4426,OTHER,1
4427,ncRNA,4
4428,BIOLOGICAL_REGION,0
4429,BIOLOGICAL_REGION,0
4430,BIOLOGICAL_REGION,0
4431,BIOLOGICAL_REGION,0
4432,PSEUDO,3
4433,BIOLOGICAL_REGION,0
4434,snoRNA,8
4435,BIOLOGICAL_REGION,0
4436,PSEUDO,3
4437,snoRNA,8
4438,PSEUDO,3
4439,BIOLOGICAL_REGION,0
4440,BIOLOGICAL_REGION,0
4441,BIOLOGICAL_REGION,0
4442,PSEUDO,3
4443,PSEUDO,3
4444,BIOLOGICAL_REGION,0
4445,BIOLOGICAL_REGION,0
4446,snoRNA,8
4447,PSEUDO,3
4448,BIOLOGICAL_REGION,0
4449,snoRNA,8
4450,PSEUDO,3
4451,PSEUDO,3
4452,PSEUDO,3
4453,rRNA,5
4454,PSEUDO,3
4455,BIOLOGICAL_REGION,0
4456,PSEUDO,3
4457,BIOLOGICAL_REGION,0
4458,PSEUDO,3
4459,PSEUDO,3
4460,PSEUDO,3
4461,PSEUDO,3
4462,PSEUDO,3
4463,PSEUDO,3
4464,ncRNA,4
4465,ncRNA,4
4466,snoRNA,8
4467,PSEUDO,3
4468,BIOLOGICAL_REGION,0
4469,BIOLOGICAL_REGION,0
4470,PSEUDO,3
4471,PSEUDO,3
4472,PSEUDO,3
4473,PSEUDO,3
4474,BIOLOGICAL_REGION,0
4475,PROTEIN_CODING,2
4476,PSEUDO,3
4477,PSEUDO,3
4478,PSEUDO,3
4479,rRNA,5
4480,PSEUDO,3
4481,PSEUDO,3
4482,OTHER,1
4483,ncRNA,4
4484,PSEUDO,3
4485,PSEUDO,3
4486,PSEUDO,3
4487,BIOLOGICAL_REGION,0
4488,ncRNA,4
4489,BIOLOGICAL_REGION,0
4490,OTHER,1
4491,PSEUDO,3
4492,BIOLOGICAL_REGION,0
4493,PSEUDO,3
4494,BIOLOGICAL_REGION,0
4495,PSEUDO,3
4496,PSEUDO,3
4497,BIOLOGICAL_REGION,0
4498,tRNA,9
4499,BIOLOGICAL_REGION,0
4500,PSEUDO,3
4501,PSEUDO,3
4502,ncRNA,4
4503,ncRNA,4
4504,BIOLOGICAL_REGION,0
4505,PSEUDO,3
4506,PSEUDO,3
4507,BIOLOGICAL_REGION,0
4508,PSEUDO,3
4509,PSEUDO,3
4510,PSEUDO,3
4511,BIOLOGICAL_REGION,0
4512,ncRNA,4
4513,tRNA,9
4514,PSEUDO,3
4515,BIOLOGICAL_REGION,0
4516,BIOLOGICAL_REGION,0
4517,BIOLOGICAL_REGION,0
4518,PSEUDO,3
4519,PSEUDO,3
4520,PSEUDO,3
4521,BIOLOGICAL_REGION,0
4522,ncRNA,4
4523,PSEUDO,3
4524,PSEUDO,3
4525,BIOLOGICAL_REGION,0
4526,BIOLOGICAL_REGION,0
4527,BIOLOGICAL_REGION,0
4528,PSEUDO,3
4529,PSEUDO,3
4530,BIOLOGICAL_REGION,0
4531,PSEUDO,3
4532,PSEUDO,3
4533,BIOLOGICAL_REGION,0
4534,PSEUDO,3
4535,ncRNA,4
4536,BIOLOGICAL_REGION,0
4537,BIOLOGICAL_REGION,0
4538,snoRNA,8
4539,snoRNA,8
4540,tRNA,9
4541,PSEUDO,3
4542,snoRNA,8
4543,PSEUDO,3
4544,rRNA,5
4545,BIOLOGICAL_REGION,0
4546,PROTEIN_CODING,2
4547,ncRNA,4
4548,BIOLOGICAL_REGION,0
4549,PSEUDO,3
4550,snoRNA,8
4551,BIOLOGICAL_REGION,0
4552,PSEUDO,3
4553,PSEUDO,3
4554,PSEUDO,3
4555,PSEUDO,3
4556,PSEUDO,3
4557,snoRNA,8
4558,ncRNA,4
4559,BIOLOGICAL_REGION,0
4560,PSEUDO,3
4561,BIOLOGICAL_REGION,0
4562,BIOLOGICAL_REGION,0
4563,PSEUDO,3
4564,PSEUDO,3
4565,PSEUDO,3
4566,BIOLOGICAL_REGION,0
4567,PSEUDO,3
4568,BIOLOGICAL_REGION,0
4569,BIOLOGICAL_REGION,0
4570,PSEUDO,3
4571,snoRNA,8
4572,PSEUDO,3
4573,PSEUDO,3
4574,BIOLOGICAL_REGION,0
4575,PSEUDO,3
4576,BIOLOGICAL_REGION,0
4577,PSEUDO,3
4578,PSEUDO,3
4579,PSEUDO,3
4580,PSEUDO,3
4581,BIOLOGICAL_REGION,0
4582,ncRNA,4
4583,ncRNA,4
4584,BIOLOGICAL_REGION,0
4585,ncRNA,4
4586,PSEUDO,3
4587,PSEUDO,3
4588,BIOLOGICAL_REGION,0
4589,BIOLOGICAL_REGION,0
4590,BIOLOGICAL_REGION,0
4591,BIOLOGICAL_REGION,0
4592,rRNA,5
4593,PSEUDO,3
4594,ncRNA,4
4595,BIOLOGICAL_REGION,0
4596,BIOLOGICAL_REGION,0
4597,PSEUDO,3
4598,BIOLOGICAL_REGION,0
4599,PSEUDO,3
4600,PSEUDO,3
4601,PSEUDO,3
4602,BIOLOGICAL_REGION,0
4603,PSEUDO,3
4604,PSEUDO,3
4605,PSEUDO,3
4606,BIOLOGICAL_REGION,0
4607,snoRNA,8
4608,ncRNA,4
4609,PSEUDO,3
4610,PSEUDO,3
4611,ncRNA,4
4612,ncRNA,4
4613,BIOLOGICAL_REGION,0
4614,BIOLOGICAL_REGION,0
4615,PSEUDO,3
4616,BIOLOGICAL_REGION,0
4617,BIOLOGICAL_REGION,0
4618,PSEUDO,3
4619,PROTEIN_CODING,2
4620,tRNA,9
4621,PSEUDO,3
4622,PSEUDO,3
4623,ncRNA,4
4624,BIOLOGICAL_REGION,0
4625,PSEUDO,3
4626,PSEUDO,3
4627,PSEUDO,3
4628,PSEUDO,3
4629,BIOLOGICAL_REGION,0
4630,ncRNA,4
4631,PSEUDO,3
4632,PSEUDO,3
4633,ncRNA,4
4634,BIOLOGICAL_REGION,0
4635,PSEUDO,3
4636,BIOLOGICAL_REGION,0
4637,PSEUDO,3
4638,snoRNA,8
4639,tRNA,9
4640,BIOLOGICAL_REGION,0
4641,rRNA,5
4642,BIOLOGICAL_REGION,0
4643,BIOLOGICAL_REGION,0
4644,BIOLOGICAL_REGION,0
4645,BIOLOGICAL_REGION,0
4646,ncRNA,4
4647,tRNA,9
4648,BIOLOGICAL_REGION,0
4649,BIOLOGICAL_REGION,0
4650,PSEUDO,3
4651,OTHER,1
4652,PSEUDO,3
4653,BIOLOGICAL_REGION,0
4654,BIOLOGICAL_REGION,0
4655,ncRNA,4
4656,PSEUDO,3
4657,PROTEIN_CODING,2
4658,ncRNA,4
4659,ncRNA,4
4660,BIOLOGICAL_REGION,0
4661,PSEUDO,3
4662,ncRNA,4
4663,ncRNA,4
4664,tRNA,9
4665,PSEUDO,3
4666,PSEUDO,3
4667,PSEUDO,3
4668,BIOLOGICAL_REGION,0
4669,PSEUDO,3
4670,PSEUDO,3
4671,BIOLOGICAL_REGION,0
4672,BIOLOGICAL_REGION,0
4673,BIOLOGICAL_REGION,0
4674,ncRNA,4
4675,snoRNA,8
4676,BIOLOGICAL_REGION,0
4677,ncRNA,4
4678,BIOLOGICAL_REGION,0
4679,snoRNA,8
4680,BIOLOGICAL_REGION,0
4681,PSEUDO,3
4682,PSEUDO,3
4683,PSEUDO,3
4684,BIOLOGICAL_REGION,0
4685,PSEUDO,3
4686,PSEUDO,3
4687,BIOLOGICAL_REGION,0
4688,PSEUDO,3
4689,PSEUDO,3
4690,BIOLOGICAL_REGION,0
4691,PSEUDO,3
4692,BIOLOGICAL_REGION,0
4693,BIOLOGICAL_REGION,0
4694,tRNA,9
4695,PSEUDO,3
4696,PSEUDO,3
4697,PSEUDO,3
4698,PSEUDO,3
4699,ncRNA,4
4700,PSEUDO,3
4701,ncRNA,4
4702,PSEUDO,3
4703,OTHER,1
4704,PSEUDO,3
4705,PSEUDO,3
4706,ncRNA,4
4707,PSEUDO,3
4708,ncRNA,4
4709,BIOLOGICAL_REGION,0
4710,BIOLOGICAL_REGION,0
4711,PSEUDO,3
4712,rRNA,5
4713,tRNA,9
4714,BIOLOGICAL_REGION,0
4715,ncRNA,4
4716,PSEUDO,3
4717,ncRNA,4
4718,ncRNA,4
4719,snRNA,7
4720,PSEUDO,3
4721,PSEUDO,3
4722,BIOLOGICAL_REGION,0
4723,PSEUDO,3
4724,ncRNA,4
4725,BIOLOGICAL_REGION,0
4726,PSEUDO,3
4727,BIOLOGICAL_REGION,0
4728,ncRNA,4
4729,PSEUDO,3
4730,PSEUDO,3
4731,BIOLOGICAL_REGION,0
4732,PSEUDO,3
4733,BIOLOGICAL_REGION,0
4734,tRNA,9
4735,PSEUDO,3
4736,ncRNA,4
4737,BIOLOGICAL_REGION,0
4738,PSEUDO,3
4739,PSEUDO,3
4740,PSEUDO,3
4741,BIOLOGICAL_REGION,0
4742,PSEUDO,3
4743,BIOLOGICAL_REGION,0
4744,BIOLOGICAL_REGION,0
4745,PSEUDO,3
4746,snoRNA,8
4747,PSEUDO,3
4748,BIOLOGICAL_REGION,0
4749,BIOLOGICAL_REGION,0
4750,PSEUDO,3
4751,BIOLOGICAL_REGION,0
4752,PSEUDO,3
4753,BIOLOGICAL_REGION,0
4754,ncRNA,4
4755,PSEUDO,3
4756,PSEUDO,3
4757,PSEUDO,3
4758,BIOLOGICAL_REGION,0
4759,PSEUDO,3
4760,BIOLOGICAL_REGION,0
4761,BIOLOGICAL_REGION,0
4762,snoRNA,8
4763,PSEUDO,3
4764,BIOLOGICAL_REGION,0
4765,PSEUDO,3
4766,snoRNA,8
4767,PSEUDO,3
4768,tRNA,9
4769,PSEUDO,3
4770,tRNA,9
4771,PSEUDO,3
4772,PROTEIN_CODING,2
4773,PSEUDO,3
4774,PSEUDO,3
4775,ncRNA,4
4776,BIOLOGICAL_REGION,0
4777,PSEUDO,3
4778,PSEUDO,3
4779,BIOLOGICAL_REGION,0
4780,PSEUDO,3
4781,BIOLOGICAL_REGION,0
4782,PSEUDO,3
4783,PSEUDO,3
4784,PROTEIN_CODING,2
4785,ncRNA,4
4786,tRNA,9
4787,BIOLOGICAL_REGION,0
4788,PSEUDO,3
4789,PSEUDO,3
4790,snoRNA,8
4791,PSEUDO,3
4792,PSEUDO,3
4793,ncRNA,4
4794,ncRNA,4
4795,PSEUDO,3
4796,PSEUDO,3
4797,PSEUDO,3
4798,PSEUDO,3
4799,PSEUDO,3
4800,OTHER,1
4801,BIOLOGICAL_REGION,0
4802,BIOLOGICAL_REGION,0
4803,PSEUDO,3
4804,BIOLOGICAL_REGION,0
4805,BIOLOGICAL_REGION,0
4806,BIOLOGICAL_REGION,0
4807,ncRNA,4
4808,PSEUDO,3
4809,BIOLOGICAL_REGION,0
4810,PROTEIN_CODING,2
4811,PSEUDO,3
4812,BIOLOGICAL_REGION,0
4813,PSEUDO,3
4814,ncRNA,4
4815,BIOLOGICAL_REGION,0
4816,PSEUDO,3
4817,BIOLOGICAL_REGION,0
4818,PSEUDO,3
4819,PSEUDO,3
4820,ncRNA,4
4821,PSEUDO,3
4822,BIOLOGICAL_REGION,0
4823,BIOLOGICAL_REGION,0
4824,ncRNA,4
4825,ncRNA,4
4826,PSEUDO,3
4827,OTHER,1
4828,PSEUDO,3
4829,rRNA,5
4830,BIOLOGICAL_REGION,0
4831,PSEUDO,3
4832,BIOLOGICAL_REGION,0
4833,BIOLOGICAL_REGION,0
4834,PSEUDO,3
4835,OTHER,1
4836,PSEUDO,3
4837,snoRNA,8
4838,PSEUDO,3
4839,PSEUDO,3
4840,PSEUDO,3
4841,snoRNA,8
4842,BIOLOGICAL_REGION,0
4843,PSEUDO,3
4844,BIOLOGICAL_REGION,0
4845,BIOLOGICAL_REGION,0
4846,PSEUDO,3
4847,PSEUDO,3
4848,PSEUDO,3
4849,PSEUDO,3
4850,BIOLOGICAL_REGION,0
4851,ncRNA,4
4852,ncRNA,4
4853,PSEUDO,3
4854,PSEUDO,3
4855,BIOLOGICAL_REGION,0
4856,BIOLOGICAL_REGION,0
4857,tRNA,9
4858,PSEUDO,3
4859,PSEUDO,3
4860,BIOLOGICAL_REGION,0
4861,PSEUDO,3
4862,BIOLOGICAL_REGION,0
4863,PSEUDO,3
4864,PROTEIN_CODING,2
4865,PSEUDO,3
4866,PSEUDO,3
4867,ncRNA,4
4868,BIOLOGICAL_REGION,0
4869,PSEUDO,3
4870,PSEUDO,3
4871,snoRNA,8
4872,PSEUDO,3
4873,BIOLOGICAL_REGION,0
4874,PSEUDO,3
4875,PSEUDO,3
4876,BIOLOGICAL_REGION,0
4877,PSEUDO,3
4878,PSEUDO,3
4879,BIOLOGICAL_REGION,0
4880,BIOLOGICAL_REGION,0
4881,PSEUDO,3
4882,PROTEIN_CODING,2
4883,BIOLOGICAL_REGION,0
4884,BIOLOGICAL_REGION,0
4885,tRNA,9
4886,ncRNA,4
4887,PSEUDO,3
4888,BIOLOGICAL_REGION,0
4889,PSEUDO,3
4890,BIOLOGICAL_REGION,0
4891,BIOLOGICAL_REGION,0
4892,ncRNA,4
4893,ncRNA,4
4894,PSEUDO,3
4895,tRNA,9
4896,snoRNA,8
4897,PSEUDO,3
4898,PSEUDO,3
4899,snoRNA,8
4900,PSEUDO,3
4901,PSEUDO,3
4902,PSEUDO,3
4903,PSEUDO,3
4904,BIOLOGICAL_REGION,0
4905,tRNA,9
4906,BIOLOGICAL_REGION,0
4907,PSEUDO,3
4908,PSEUDO,3
4909,BIOLOGICAL_REGION,0
4910,BIOLOGICAL_REGION,0
4911,BIOLOGICAL_REGION,0
4912,PSEUDO,3
4913,BIOLOGICAL_REGION,0
4914,BIOLOGICAL_REGION,0
4915,rRNA,5
4916,BIOLOGICAL_REGION,0
4917,PSEUDO,3
4918,ncRNA,4
4919,PSEUDO,3
4920,PSEUDO,3
4921,BIOLOGICAL_REGION,0
4922,BIOLOGICAL_REGION,0
4923,BIOLOGICAL_REGION,0
4924,PSEUDO,3
4925,tRNA,9
4926,ncRNA,4
4927,PSEUDO,3
4928,BIOLOGICAL_REGION,0
4929,PSEUDO,3
4930,PSEUDO,3
4931,PSEUDO,3
4932,PSEUDO,3
4933,ncRNA,4
4934,PSEUDO,3
4935,PSEUDO,3
4936,BIOLOGICAL_REGION,0
4937,PSEUDO,3
4938,PSEUDO,3
4939,BIOLOGICAL_REGION,0
4940,BIOLOGICAL_REGION,0
4941,BIOLOGICAL_REGION,0
4942,ncRNA,4
4943,PSEUDO,3
4944,BIOLOGICAL_REGION,0
4945,PSEUDO,3
4946,BIOLOGICAL_REGION,0
4947,ncRNA,4
4948,PSEUDO,3
4949,ncRNA,4
4950,PSEUDO,3
4951,PSEUDO,3
4952,BIOLOGICAL_REGION,0
4953,BIOLOGICAL_REGION,0
4954,ncRNA,4
4955,ncRNA,4
4956,snoRNA,8
4957,PROTEIN_CODING,2
4958,PSEUDO,3
4959,BIOLOGICAL_REGION,0
4960,BIOLOGICAL_REGION,0
4961,rRNA,5
4962,BIOLOGICAL_REGION,0
4963,BIOLOGICAL_REGION,0
4964,PROTEIN_CODING,2
4965,PSEUDO,3
4966,PROTEIN_CODING,2
4967,ncRNA,4
4968,PSEUDO,3
4969,PSEUDO,3
4970,PSEUDO,3
4971,snoRNA,8
4972,PSEUDO,3
4973,ncRNA,4
4974,PSEUDO,3
4975,PSEUDO,3
4976,PSEUDO,3
4977,BIOLOGICAL_REGION,0
4978,PSEUDO,3
4979,PSEUDO,3
4980,BIOLOGICAL_REGION,0
4981,PSEUDO,3
4982,PSEUDO,3
4983,tRNA,9
4984,OTHER,1
4985,BIOLOGICAL_REGION,0
4986,BIOLOGICAL_REGION,0
4987,BIOLOGICAL_REGION,0
4988,BIOLOGICAL_REGION,0
4989,PSEUDO,3
4990,BIOLOGICAL_REGION,0
4991,PSEUDO,3
4992,BIOLOGICAL_REGION,0
4993,BIOLOGICAL_REGION,0
4994,BIOLOGICAL_REGION,0
4995,BIOLOGICAL_REGION,0
4996,PSEUDO,3
4997,BIOLOGICAL_REGION,0
4998,ncRNA,4
4999,BIOLOGICAL_REGION,0
5000,PSEUDO,3
5001,PSEUDO,3
5002,PROTEIN_CODING,2
5003,PSEUDO,3
5004,PSEUDO,3
5005,tRNA,9
5006,PSEUDO,3
5007,PSEUDO,3
5008,PSEUDO,3
5009,BIOLOGICAL_REGION,0
5010,BIOLOGICAL_REGION,0
5011,PSEUDO,3
5012,ncRNA,4
5013,PSEUDO,3
5014,PSEUDO,3
5015,PSEUDO,3
5016,PSEUDO,3
5017,BIOLOGICAL_REGION,0
5018,BIOLOGICAL_REGION,0
5019,PSEUDO,3
5020,PSEUDO,3
5021,PSEUDO,3
5022,PSEUDO,3
5023,BIOLOGICAL_REGION,0
5024,PSEUDO,3
5025,PSEUDO,3
5026,BIOLOGICAL_REGION,0
5027,PROTEIN_CODING,2
5028,PSEUDO,3
5029,BIOLOGICAL_REGION,0
5030,PSEUDO,3
5031,ncRNA,4
5032,ncRNA,4
5033,BIOLOGICAL_REGION,0
5034,BIOLOGICAL_REGION,0
5035,PSEUDO,3
5036,PSEUDO,3
5037,BIOLOGICAL_REGION,0
5038,PSEUDO,3
5039,PSEUDO,3
5040,ncRNA,4
5041,PSEUDO,3
5042,PSEUDO,3
5043,PSEUDO,3
5044,PSEUDO,3
5045,BIOLOGICAL_REGION,0
5046,OTHER,1
5047,PSEUDO,3
5048,ncRNA,4
5049,PSEUDO,3
5050,PSEUDO,3
5051,PSEUDO,3
5052,BIOLOGICAL_REGION,0
5053,BIOLOGICAL_REGION,0
5054,BIOLOGICAL_REGION,0
5055,PSEUDO,3
5056,BIOLOGICAL_REGION,0
5057,PSEUDO,3
5058,BIOLOGICAL_REGION,0
5059,PSEUDO,3
5060,ncRNA,4
5061,BIOLOGICAL_REGION,0
5062,PSEUDO,3
5063,ncRNA,4
5064,BIOLOGICAL_REGION,0
5065,BIOLOGICAL_REGION,0
5066,BIOLOGICAL_REGION,0
5067,OTHER,1
5068,ncRNA,4
5069,PSEUDO,3
5070,PSEUDO,3
5071,PSEUDO,3
5072,BIOLOGICAL_REGION,0
5073,PSEUDO,3
5074,PSEUDO,3
5075,BIOLOGICAL_REGION,0
5076,BIOLOGICAL_REGION,0
5077,PSEUDO,3
5078,BIOLOGICAL_REGION,0
5079,tRNA,9
5080,PSEUDO,3
5081,BIOLOGICAL_REGION,0
5082,BIOLOGICAL_REGION,0
5083,PSEUDO,3
5084,PSEUDO,3
5085,BIOLOGICAL_REGION,0
5086,BIOLOGICAL_REGION,0
5087,PSEUDO,3
5088,PSEUDO,3
5089,PSEUDO,3
5090,PSEUDO,3
5091,BIOLOGICAL_REGION,0
5092,ncRNA,4
5093,snoRNA,8
5094,snoRNA,8
5095,PSEUDO,3
5096,PSEUDO,3
5097,PSEUDO,3
5098,snoRNA,8
5099,snoRNA,8
5100,ncRNA,4
5101,PSEUDO,3
5102,BIOLOGICAL_REGION,0
5103,ncRNA,4
5104,PSEUDO,3
5105,BIOLOGICAL_REGION,0
5106,BIOLOGICAL_REGION,0
5107,PSEUDO,3
5108,PSEUDO,3
5109,BIOLOGICAL_REGION,0
5110,PSEUDO,3
5111,BIOLOGICAL_REGION,0
5112,BIOLOGICAL_REGION,0
5113,PSEUDO,3
5114,ncRNA,4
5115,PSEUDO,3
5116,BIOLOGICAL_REGION,0
5117,BIOLOGICAL_REGION,0
5118,BIOLOGICAL_REGION,0
5119,ncRNA,4
5120,BIOLOGICAL_REGION,0
5121,PSEUDO,3
5122,PSEUDO,3
5123,PSEUDO,3
5124,BIOLOGICAL_REGION,0
5125,PSEUDO,3
5126,PSEUDO,3
5127,PSEUDO,3
5128,PSEUDO,3
5129,ncRNA,4
5130,BIOLOGICAL_REGION,0
5131,BIOLOGICAL_REGION,0
5132,PROTEIN_CODING,2
5133,PSEUDO,3
5134,PSEUDO,3
5135,PSEUDO,3
5136,ncRNA,4
5137,BIOLOGICAL_REGION,0
5138,PSEUDO,3
5139,PSEUDO,3
5140,PSEUDO,3
5141,PSEUDO,3
5142,BIOLOGICAL_REGION,0
5143,snoRNA,8
5144,BIOLOGICAL_REGION,0
5145,BIOLOGICAL_REGION,0
5146,BIOLOGICAL_REGION,0
5147,snoRNA,8
5148,BIOLOGICAL_REGION,0
5149,ncRNA,4
5150,BIOLOGICAL_REGION,0
5151,PSEUDO,3
5152,PSEUDO,3
5153,PSEUDO,3
5154,PSEUDO,3
5155,PSEUDO,3
5156,PROTEIN_CODING,2
5157,PSEUDO,3
5158,PSEUDO,3
5159,PSEUDO,3
5160,snoRNA,8
5161,PSEUDO,3
5162,PSEUDO,3
5163,BIOLOGICAL_REGION,0
5164,PSEUDO,3
5165,PSEUDO,3
5166,BIOLOGICAL_REGION,0
5167,PSEUDO,3
5168,BIOLOGICAL_REGION,0
5169,PSEUDO,3
5170,PSEUDO,3
5171,PSEUDO,3
5172,PSEUDO,3
5173,BIOLOGICAL_REGION,0
5174,BIOLOGICAL_REGION,0
5175,PSEUDO,3
5176,PSEUDO,3
5177,PSEUDO,3
5178,PSEUDO,3
5179,BIOLOGICAL_REGION,0
5180,BIOLOGICAL_REGION,0
5181,BIOLOGICAL_REGION,0
5182,BIOLOGICAL_REGION,0
5183,BIOLOGICAL_REGION,0
5184,PSEUDO,3
5185,ncRNA,4
5186,BIOLOGICAL_REGION,0
5187,PSEUDO,3
5188,ncRNA,4
5189,snoRNA,8
5190,ncRNA,4
5191,BIOLOGICAL_REGION,0
5192,PSEUDO,3
5193,BIOLOGICAL_REGION,0
5194,snoRNA,8
5195,PSEUDO,3
5196,PSEUDO,3
5197,BIOLOGICAL_REGION,0
5198,PSEUDO,3
5199,PSEUDO,3
5200,rRNA,5
5201,PSEUDO,3
5202,ncRNA,4
5203,PSEUDO,3
5204,PSEUDO,3
5205,PSEUDO,3
5206,PSEUDO,3
5207,BIOLOGICAL_REGION,0
5208,BIOLOGICAL_REGION,0
5209,PSEUDO,3
5210,snoRNA,8
5211,PSEUDO,3
5212,ncRNA,4
5213,PSEUDO,3
5214,BIOLOGICAL_REGION,0
5215,PSEUDO,3
5216,BIOLOGICAL_REGION,0
5217,PSEUDO,3
5218,BIOLOGICAL_REGION,0
5219,PSEUDO,3
5220,PROTEIN_CODING,2
5221,PSEUDO,3
5222,PSEUDO,3
5223,PSEUDO,3
5224,BIOLOGICAL_REGION,0
5225,tRNA,9
5226,BIOLOGICAL_REGION,0
5227,PSEUDO,3
5228,PSEUDO,3
5229,PSEUDO,3
5230,ncRNA,4
5231,PSEUDO,3
5232,BIOLOGICAL_REGION,0
5233,PSEUDO,3
5234,PSEUDO,3
5235,PSEUDO,3
5236,BIOLOGICAL_REGION,0
5237,ncRNA,4
5238,ncRNA,4
5239,PSEUDO,3
5240,PSEUDO,3
5241,tRNA,9
5242,snoRNA,8
5243,BIOLOGICAL_REGION,0
5244,PSEUDO,3
5245,BIOLOGICAL_REGION,0
5246,BIOLOGICAL_REGION,0
5247,ncRNA,4
5248,PSEUDO,3
5249,PSEUDO,3
5250,PSEUDO,3
5251,BIOLOGICAL_REGION,0
5252,BIOLOGICAL_REGION,0
5253,BIOLOGICAL_REGION,0
5254,snoRNA,8
5255,PSEUDO,3
5256,OTHER,1
